symbol,cond1,cond2,cond3,cond4,cond5,cond6,cond7,cond8,bars,tv_median20,distance_to_52w_high,met_count,close,volume,date,rs_score,rs_benchmark,recommended_rs_pass,recommended_distance_to_high_pass,met_count_fin,rs_score_fin,provider_symbol,fin_met_count,fetch_status,unavailable_reason,has_error,rs_percentile,fin_percentile,total_percentile,total_met_count
AA,True,True,True,True,True,True,True,True,329,324551693.04389954,0.09471596377801184,7,68.52999877929688,4898000.0,2026-04-22,93.77,SPY,True,True,7,93.77,AA,5,complete,,False,86.92551505546751,100.0,186.9255150554675,12
GSIW,True,True,True,True,True,True,True,True,329,79060.75057983398,0.16077285272744202,7,30.96999931335449,16200.0,2026-04-22,99.99,SPY,True,False,7,99.99,,0,skipped_local_only,local_only_no_cached_financials,False,100.0,50.0,150.0,7
MRSN,True,True,True,True,True,True,True,True,330,1874001.3325634003,0.04310626825443786,7,29.07999992370605,0.0,2026-01-06,99.96,SPY,True,True,7,99.96,,0,skipped_local_only,local_only_no_cached_financials,False,99.96038034865293,50.0,149.96038034865293,7
NKTR,True,True,True,True,True,True,True,True,330,56453451.978302,0.1449541564381449,7,93.1999969482422,3653300.0,2026-04-22,99.92,SPY,True,True,7,99.92,,0,skipped_local_only,local_only_no_cached_financials,False,99.92076069730587,50.0,149.92076069730587,7
AXTI,True,True,True,True,True,True,True,True,329,866005449.8844147,0.035072098626311,7,86.94000244140625,15881900.0,2026-04-22,99.91,SPY,True,True,7,99.91,,0,skipped_local_only,local_only_no_cached_financials,False,99.86133122028527,50.0,149.86133122028525,7
WATT,True,True,True,True,True,True,True,True,330,7495856.923055649,0.09887686633760495,7,24.46999931335449,227500.0,2026-04-22,99.91,SPY,True,True,7,99.91,,0,skipped_local_only,local_only_no_cached_financials,False,99.86133122028527,50.0,149.86133122028525,7
RAPT,True,True,True,True,True,True,True,True,330,25461485.733551025,8.614469164902605e-05,7,58.005001068115234,0.0,2026-03-06,99.89,SPY,True,True,7,99.89,,0,skipped_local_only,local_only_no_cached_financials,False,99.80190174326465,50.0,149.80190174326464,7
SNSE,True,True,True,True,True,True,True,True,330,1626383.9878082275,0.13928180537716672,7,31.63999938964844,10700.0,2026-04-22,99.86,SPY,True,True,7,99.86,,0,skipped_local_only,local_only_no_cached_financials,False,99.76228209191758,50.0,149.7622820919176,7
STRO,True,True,True,True,True,True,True,True,330,5858879.952716827,0.0036455711910124977,7,35.529998779296875,217600.0,2026-04-22,99.85,SPY,True,True,7,99.85,,0,skipped_local_only,local_only_no_cached_financials,False,99.72266244057052,50.0,149.7226624405705,7
MKDW,True,True,True,True,True,True,True,True,330,287861.49644851685,0.18222220738728845,7,7.360000133514404,7400.0,2026-04-22,99.84,SPY,True,False,7,99.84,,0,skipped_local_only,local_only_no_cached_financials,False,99.68304278922345,50.0,149.68304278922346,7
BW,True,True,True,True,True,True,True,True,329,46821938.04860115,0.15372337802819502,7,15.90999984741211,4344200.0,2026-04-22,99.83,SPY,True,False,7,99.83,,0,skipped_local_only,local_only_no_cached_financials,False,99.64342313787638,50.0,149.64342313787637,7
NINE,True,True,True,True,True,True,True,True,330,267750.0,0.13428569975353422,7,9.09000015258789,54700.0,2026-04-22,99.81,SPY,True,True,7,99.81,,0,skipped_local_only,local_only_no_cached_financials,False,99.60380348652932,50.0,149.60380348652933,7
QDMI,True,True,True,True,True,True,True,True,330,0.0,0.17410825484952264,7,69.91999816894531,0.0,2026-04-22,99.76,SPY,True,False,7,99.76,,0,skipped_local_only,local_only_no_cached_financials,False,99.56418383518225,50.0,149.56418383518223,7
SNDK,True,True,True,True,True,True,True,True,298,12939207271.343994,0.0020294016879620624,7,979.0700073242188,15394900.0,2026-04-22,99.74,SPY,True,True,7,99.74,,0,skipped_local_only,local_only_no_cached_financials,False,99.52456418383518,50.0,149.5245641838352,7
MCVT,True,True,True,True,True,True,True,True,330,130783.50048065186,0.007510283961460806,7,26.43000030517578,5400.0,2026-04-22,99.72,SPY,True,True,7,99.72,,0,skipped_local_only,local_only_no_cached_financials,False,99.48494453248811,50.0,149.4849445324881,7
IKNA,True,True,True,True,True,True,True,True,330,302692.940956831,0.027210859344927396,7,17.15999984741211,457262.0,2025-07-25,99.71,SPY,True,True,7,99.71,,0,skipped_local_only,local_only_no_cached_financials,False,99.44532488114105,50.0,149.44532488114106,7
ASRT,True,True,True,True,True,True,True,True,329,4847380.123138428,0.1183374076288346,7,18.030000686645508,209400.0,2026-04-22,99.68,SPY,True,True,7,99.68,,0,skipped_local_only,local_only_no_cached_financials,False,99.40570522979397,50.0,149.40570522979397,7
PLRZ,True,True,True,True,True,True,True,True,330,443111.99855804443,0.1956044104605702,7,14.640000343322754,82800.0,2026-04-22,99.67,SPY,True,False,7,99.67,,0,skipped_local_only,local_only_no_cached_financials,False,99.3660855784469,50.0,149.3660855784469,7
MUU,True,True,True,True,True,True,True,True,330,511009544.72351074,0.028101163502545656,7,242.1000061035156,2871100.0,2026-04-22,99.59,SPY,True,True,7,99.59,,0,skipped_local_only,local_only_no_cached_financials,False,99.32646592709983,50.0,149.32646592709983,7
MULL,True,True,True,True,True,True,True,True,330,73312852.809906,0.015742595690415473,7,213.1999969482422,446400.0,2026-04-22,99.58,SPY,True,True,7,99.58,,0,skipped_local_only,local_only_no_cached_financials,False,99.28684627575277,50.0,149.28684627575277,7
ATHA,True,True,True,True,True,True,True,True,330,182107.10549640656,0.1734449603842988,7,6.909999847412109,35076.0,2026-03-11,99.57,SPY,True,False,7,99.57,,0,skipped_local_only,local_only_no_cached_financials,False,99.22741679873216,50.0,149.22741679873218,7
BREA,True,True,True,True,True,True,True,True,330,36074.39994812012,0.24286546638117534,7,6.5,3700.0,2025-08-19,99.57,SPY,True,False,7,99.57,,0,skipped_local_only,local_only_no_cached_financials,False,99.22741679873216,50.0,149.22741679873218,7
