symbol,score,rank,price_momentum_20d,rsi_14,relative_strength
ECNS,0.11645637795712761,30,9.725291810187073,73.277634029933,56.96
INDV,0.11521007028333154,31,31.16883937213551,85.24590513427836,83.24
ARBB,0.1144105027428662,32,-14.999997692723358,35.1794089750981,98.08
RSI,0.11197910611687473,33,35.1206417179842,91.12149886725163,83.06
EKSO,0.10732607043452728,34,-0.2865326772473052,51.25627990190575,96.89
TENX,0.105799691571739,35,8.710801741070433,77.84807605251245,42.67
BYFC,0.10226772214393134,36,7.6215431891332255,61.15383592582981,48.08
AMSC,0.096701865734162,37,45.06251713766678,91.65881076370162,91.48
OND,0.09123133480846306,38,0.9156906956766945,54.382625667821266,48.53
APLD,0.0897123611138748,39,24.431816488504477,73.85542136834798,90.66
SY,0.08603415754672286,40,33.63363096755273,56.0396035490474,96.61
JFBR,0.0858443628753775,41,-1.0071898812270645,55.41310669033735,98.99
ZEPP,0.08489885170763048,42,387.6811624875316,59.52670088667993,96.43
DDC,0.08444929748822548,43,5.462189857489013,49.14089382116258,94.41
GTLS,0.08081525883245731,44,18.245619416113318,81.61221100581173,46.34
PI,0.07996696261423632,45,36.2658661003626,80.08603702657511,36.9
TGI,0.07985270458624039,46,1.0882265512126592,71.11140310350092,55.68
RGLS,0.07940091654857351,47,2.900378613522272,52.499976158157246,96.52
CYBR,0.07922403210899977,48,6.0708359913881775,66.67273484617854,49.63
LIDRW,0.07892743573523418,49,311.29032161152725,64.99189607461506,98.35
CVNA,0.07872327172092031,50,13.622993326462977,71.15560304587189,86.08
TLSA,0.07848135883036274,51,59.235663469908964,95.5357180870313,91.39
SVT,0.07797294932301169,52,0.5139140467851631,64.10203742284915,95.79
TNGX,0.07750271964689247,53,6.9026523876586445,52.07547264873124,90.84
BMNR,0.07726344486193275,54,-40.78632582966079,39.56734198521585,97.07
CPSH,0.07620014275693279,55,-0.3436422738249437,67.56756640653275,82.23
TSSI,0.07588754028513783,56,-3.8869205080422042,66.85138641181797,95.88
METU,0.07538666942932598,57,15.119294671247546,66.35818229428727,78.02
SIMO,0.07423982307178001,58,3.4464159013126086,58.95044359515153,61.81
ATAI,0.07389208387346832,59,49.090905623002485,76.81159232499562,93.32
RBLX,0.07335544475314593,60,34.5605383133808,82.02314818902275,91.58
CTBB,0.0729800145280516,61,5.319149152031316,77.16045385454944,45.42
WDC,0.07250916725742183,62,19.626032079180543,83.18350243608013,79.3
TGEN,0.07230083475375644,63,6.0240983991328365,59.02993105642666,97.34
VIGL,0.07223619377986987,64,0.8771951315045773,50.0,93.04
PSIX,0.07218405973500891,65,33.41398104257684,74.33370121866929,95.7
SBET,0.07202430507170145,66,57.01168768518239,46.41051560414589,94.87
EBAY,0.0717620453395257,67,21.074163998358543,78.04598568011838,66.21
INOD,0.07172237937031001,68,14.518154147990064,61.96858197212872,87.0
FBL,0.07108402646530108,69,15.427896321093568,66.59574304030636,79.21
NVTS,0.07083515357415156,70,15.981008300814223,64.35452953157122,93.59
CPER,0.07058847769505798,71,-14.857322165484257,19.516402877034253,9.98
IPA,0.07033283301800286,72,56.603778889698106,53.86266053797781,94.14
HII,0.07008876509468216,73,11.477110595876606,69.80080039832914,27.29
PROK,0.06970818477061176,74,378.4110533983501,22.935779950295185,89.74
OKLO,0.0690960689397362,75,49.21097526934749,71.48543509611312,95.51
QD,0.06873924725664338,76,34.219268260902794,72.41378743356549,79.03
AIBU,0.06846797080543808,77,14.338406267170814,83.02676456454158,76.1
ALNY,0.06838822856076919,78,18.94350708126845,87.54613656482485,72.16
PHAR,0.06818924483221003,79,4.319249339188762,66.22805121840153,49.73
SOGP,0.06805110577292654,80,-16.03774246943699,30.569951258849898,92.22
DALN,0.06802982708353639,81,235.29410495509322,63.99999192181937,94.05
SLGL,0.0678273304047666,82,68.78767748051135,90.00898079137023,86.54
LEU,0.06725580775562738,83,22.0673159362161,53.35520365337116,94.32
NAKA,0.06721465875192983,84,-44.969513314260325,10.802489235665064,96.7
SMR,0.06696845085491283,85,42.60153476293297,70.97199634643691,93.96
AMPX,0.06659675158180779,86,58.21917002902175,55.17970105438462,94.96
HWM,0.0664300204921851,87,2.171075527408194,50.10567219085555,71.79
RILYK,0.06640016671985531,88,11.197292618819365,64.84375838190121,53.75
SUPX,0.06633469363964567,89,110.00954401638903,88.74750203366477,95.1
JUNE,0.06630697766783909,90,110.00954401638903,88.74750203366477,95.1
SEZL,0.06623136164584036,91,-10.133491819278909,66.98193607077648,96.79
CDTX,0.06597964971415483,92,32.25402712746277,68.77296245844754,95.24
TTMI,0.06586245319244101,93,13.146556271856749,58.860042814161396,89.65
GCL,0.06576191544007154,94,15.895959094538616,79.5699081857573,5.95
BE,0.0655516114992898,95,65.73581682080315,87.91904828947214,91.85
CLBR,0.0655219886307576,96,16.016151880403847,64.86485609260203,78.39
OUST,0.06550633221025746,97,9.252334474444744,50.09784492938752,92.95
LASR,0.06499208713231,98,7.002801038817724,75.13811591901884,88.83
FFIV,0.06497576469411676,99,5.842232404367191,72.70617708948197,45.51
ALHC,0.06483606826071152,100,1.2490821497599451,54.40860267980565,14.29
QBTS,0.06473441631298904,101,7.571971379743575,59.78618557139253,97.71
PAYS,0.0645702526932294,102,-4.123713430708066,42.08494549696371,91.76
GOOS,0.06445221864761372,103,-7.828285321692084,25.75515791653784,19.87
NET,0.06444759051624031,104,11.872437706634573,80.21144174357723,87.18
CECO,0.06436819289174064,105,54.41429000504784,93.54051714358508,80.77
ATFV,0.06429922316819266,106,9.513516001574569,83.78888576302938,58.79
AEVA,0.06390196383389898,107,-39.637306035517064,32.47180274645646,95.33
UUU,0.06381319368312305,108,9.03226511039319,51.256286042834354,85.07
CRDO,0.06365598991787348,109,24.81817122471113,64.22179575768263,93.13
AGCO,0.06350400395098074,110,6.711893228507103,60.955317841311405,28.3
GNRC,0.06349903542804608,111,29.25906835273151,82.23387611249507,65.84
HOOD,0.06345808367407603,112,5.174524924595671,56.800473758443985,93.86
BULLW,0.0632885263765385,113,12.549017224573944,57.597683408996666,98.53
LTM,0.06320667367347695,114,3.8038281856669776,59.6944655500494,71.52
SLDP,0.06309355214619164,115,29.14979839151441,60.542169604804684,91.21
QUBT,0.06299962068122733,116,-28.13559115385545,38.590309998706026,97.53
SIFY,0.06288217358361951,117,39.45720003209443,81.60536647826538,86.36
PGY,0.06275865988556369,118,35.48241128765122,71.2560363382176,92.31
MOD,0.06270589756507004,119,31.63764033622477,87.81697359220865,58.7
DAVE,0.06268484942837005,120,-12.676367767388763,62.132083374344106,95.6
TDUP,0.06267981228221337,121,9.114927893971576,67.052027343441,96.06
PRCH,0.06258015013157539,122,1.4469478396094535,53.794644947867226,95.42
ALMU,0.06257548673028522,123,43.729696853649415,68.19966073165467,95.97
VSEC,0.06255544118596373,124,20.09204906505242,83.53917100906379,71.25
JOBY,0.06247947659500515,125,63.97637891358472,73.099997224808,92.58
META,0.062435411975613773,126,8.390206217003298,67.4399820643711,59.34
CLS,0.0623501043049241,127,29.025183011893997,75.6846116377368,92.49
MP,0.06232823854536873,128,89.99073842854501,75.20761991123527,94.23
RGTI,0.06211316706941479,129,10.85626975976009,61.50793725881401,97.16
TMC,0.06209740611631011,130,-6.8965524973037775,44.13407806346959,94.78
IMRX,0.06203083728072218,131,-4.178269095684949,25.742562103938738,90.75
TMCWW,0.06195241140656281,132,-14.256754253274645,41.422783639632165,97.62
PANW,0.0617852426154557,133,-11.864748424812989,37.53390879544428,7.51
ALAB,0.061680894417389824,134,54.375066273743236,77.5617677744484,88.92
DIST,0.06097604259057995,135,115.38461538461537,50.0,91.94
RKLB,0.060838675819639296,136,28.699545336842686,62.45030691288813,94.69
TZUP,0.06078096316204266,137,59.25924704943775,63.66047340526223,92.67
WLDN,0.06067489895422433,138,25.774112998510684,87.1410273393419,90.02
ROKU,0.06030442726562611,139,8.981483795351739,62.50001383473358,58.42
SYM,0.06019450976654794,140,27.843601392346397,64.30053602109247,89.29
XTKG,0.06016331721482225,141,23.146355112560546,57.054672599659334,96.25
IREN,0.06004314587350217,142,2.8735681182897195,49.184789721254944,86.72
SOFI,0.06002237576406244,143,24.613680341646944,60.6481455590108,87.55
TOI,0.059964314437422596,144,50.40983566511257,63.77550896283539,96.34
FORD,0.0599385341547498,145,74.74747412195045,80.3007559555539,90.93
ASTS,0.059768850083462846,146,16.320278350228108,64.38043637581018,91.67
CNVS,0.05970693295544824,147,-11.578945078898148,18.34532744296652,92.77
OKYO,0.05956723592680832,148,-7.216495943402217,46.35761934468364,89.93
DBVT,0.059522117612749045,149,-17.37864008452332,24.83516630926583,96.15
NEON,0.05951208108421773,150,-21.4869612417708,34.65974726640863,93.77
HIMS,0.0594009078547056,151,39.44374543156638,78.48022511346673,90.57
BBAI,0.05933224909336634,152,-16.005291631022143,49.05660226466639,92.86
VIOT,0.05928068553663566,153,112.75168161103113,56.053811179757126,91.3
GEV,0.05920185060784811,154,30.732367484154494,78.5078755291196,90.38
RDUS,0.0591096339307287,155,1.3513500451867637,68.75004967058443,75.09
SENEB,0.05909358461331472,156,1.4563106796116505,91.99985177240924,67.03
IDCC,0.05902862630239098,157,16.51624778675266,80.0182270824065,75.82
MIR,0.05902229290498693,158,9.451519578672105,79.1540710639774,76.65
PRPO,0.05898582217616303,159,26.237052015982425,36.45919673219276,90.48
PARR,0.05898453077663646,160,5.196108753016651,29.232499058704306,84.71
MNYWW,0.05889588699074952,161,75.51021463222615,67.28972206652796,87.64
RPID,0.05886910620959622,162,-5.932204531353942,49.427481593316415,92.12
DOMO,0.058852012912023535,163,13.2049458573378,78.53402200261198,88.64
ISSC,0.05883936237606472,164,6.877579110203495,72.95454678456686,89.47
XGN,0.058814331033029826,165,20.516497437359366,72.52395153751748,91.03
UMAC,0.058779406547901494,166,13.793102233300921,31.90954710653895,93.68
METC,0.0585217690361865,167,69.4421315041421,62.94239965903331,86.81
CTOS,0.05848236095869844,168,23.80000114440918,72.80700983873706,68.5
PPIH,0.05846088102789118,169,-7.935188498663825,41.239320071012045,85.71
GOGO,0.05841642439229202,170,2.454781173630584,55.399059981844395,87.73
PLTR,0.05831774495075687,171,19.853172839631643,74.71861499995822,93.41
WEBL,0.05830803762338093,172,7.716261493673087,73.17829691183928,72.25
STRL,0.05822681326074224,173,16.99457629841473,70.86092225561852,85.35
UCL,0.05820622200424544,174,39.34425642165122,64.0249350200477,88.28
GAMR,0.0581691251644383,175,8.023016936355358,85.13572308398923,56.87
AGX,0.05803341989215645,176,18.835800621246985,72.6442464318568,86.9
IOBT,0.05798070292975147,177,49.6644298523741,74.35896750111108,88.19
CAR,0.05792720204992895,178,-4.144144345390239,35.26132829513287,84.52
GOSS,0.057915316208606966,179,68.59503285447325,77.8688578251979,88.55
KC,0.057914154182968074,180,22.297291854944852,64.51292025072726,93.22
UAMY,0.057823696524752714,181,43.66196142589078,56.39097676969131,94.51
OSS,0.05776303713901324,182,40.00000000000002,57.62194962390931,89.56
ELVA,0.05773190569542601,183,48.03625921675101,71.65992434311812,87.36
AAMI,0.05772013825659591,184,13.714288205516581,68.89227329902997,75.46
MYRG,0.05753176969352088,185,5.576168315567212,60.0613409254873,63.46
SSSS,0.05752850129627632,186,3.9167648939530517,53.584899549253706,84.07
ARKW,0.05743038020378074,187,7.969382719345488,68.44574894696893,78.48
OCG,0.057343992466600276,188,-14.833331108093262,34.066286736817545,93.5
TMDX,0.05731839481366584,189,-6.829039904439272,57.077628222025844,37.36
NNE,0.057144792059070984,190,7.526553823409042,52.49073573265137,79.4
WGS,0.057115239839391346,191,13.542706213083505,75.42617973521813,86.63
AMLX,0.05709272645581752,192,22.222214964427007,55.73769851065902,90.11
MNPR,0.056904369288317325,193,17.121730614019796,57.782595859599844,94.6
BELFB,0.05683609190465574,194,31.579470683841716,77.22305284433533,83.52
MGRM,0.05680326282569176,195,84.19243901789572,81.08108882131705,87.91
CYCC,0.056733624684448675,196,201.46573128676502,61.343013214620775,84.62
VNET,0.056673757936307315,197,17.372888547529755,54.0724067815334,89.38
TLN,0.056653912013484096,198,36.66703671730839,79.06111267281159,89.01
SATX,0.05660186967389446,199,2.06896347608356,68.18177877383648,92.4
SBSW,0.05660142519400504,200,9.711283231389052,51.87968792630752,85.81
LIF,0.056589785181503975,201,19.82164976828936,88.32252286226077,84.8
VRNA,0.05654955238688682,202,16.66295981541746,59.7010931450701,92.03
SNT,0.05653088228169579,203,-7.399575120955844,35.84906933527547,84.89
IPX,0.0564867834113651,204,31.025208545332195,70.02632842708692,86.26
OCFT,0.05645792494560234,205,2.475926118443858,41.999967575104165,91.12
AS,0.05644056057652788,206,-1.702010302579702,46.45390614572699,85.9
ASPI,0.05643269610201184,207,29.01848398481748,60.03885728333175,88.37
IP,0.056392409211804745,208,-7.243496240111992,33.372442363402556,9.07
XYL,0.05638398450755801,209,9.801828065627966,77.79583514062094,22.62
STX,0.05638297857187375,210,3.3368382150611495,63.748260177189835,78.85
GROY,0.05633118790145969,211,13.716811685295491,57.29165580124248,84.25
XRX,0.05630735030530659,212,-29.56521407417629,39.307539261127765,0.27
SNES,0.056269937047099684,213,3.353049185422026,54.600253970290254,85.62
COMM,0.0562616398482192,214,-1.3237136558007094,60.501557792122085,86.17
ERJ,0.05625760538692619,215,-3.0149859070803466,58.997057394866104,71.34
USAS,0.05623678158736865,216,4.705877733065725,30.76922724232753,89.1
JOF,0.0561596190880888,217,-0.9211888267249191,50.83335187698873,25.82
FN,0.056011903969173944,218,12.083241365705797,76.19667530085552,70.42
EVLV,0.05596134479051673,219,13.212433014261466,75.06701926191754,84.98
AZ,0.0559013542294978,220,3.346855326537227,34.85220509079055,90.2
LOUP,0.055888659128013586,221,5.131396518547167,72.99556999444889,49.91
GDS,0.05585889234826136,222,16.977463161293596,58.49056716942507,85.53
AP,0.055774025408725975,223,11.379307339789692,52.631581949364914,79.12
RCAT,0.05575998773341785,224,15.966384983235567,48.50669433206115,89.84
DFEN,0.055689534829420226,225,19.247378993969516,63.88600974823001,83.15
RFIL,0.05566974301919064,226,26.96456181382102,60.308283057175075,86.45
THM,0.05564393778981624,227,25.274720092338743,54.71697688824152,89.19
DGXX,0.055547806082088445,228,12.3134296823117,60.0,84.16
UUUU,0.0555389543045183,229,45.2076648599668,76.43312611331615,81.41
RBRK,0.05546022433272469,230,10.948813877902248,73.06157769931669,82.97
KTOS,0.05543506468307455,231,35.6284713922376,66.08375373109044,88.1
EME,0.055408023570498066,232,15.815799994840512,77.94217050539359,73.99
UPST,0.05539455942757644,233,11.377569891762187,62.39367053873593,85.44
QS,0.055271061120635234,234,26.470590297738518,47.75160902757215,82.78
AUPH,0.05519027179878679,235,23.43124389947636,59.5698984714939,42.58
LTBR,0.05515434559437176,236,7.410353285795519,57.48265451205746,88.46
PVLA,0.05514975807077965,237,53.53620423784432,75.09921335113779,88.0
SNOW,0.05510350815953426,238,2.8342706201819436,73.01818847656243,73.08
STIM,0.05510047297693069,239,28.362566331951157,71.1340208719509,87.82
ESP,0.05509783792274558,240,-5.355993952609629,37.52318941226949,76.01
LECO,0.055057741756723344,241,13.864855295880663,70.71172108318511,43.68
ALNT,0.0550232086282804,242,5.88390253854227,62.83582123543726,83.42
LITE,0.05498393209186413,243,20.64884306049105,80.68223501549846,82.69
AKBA,0.05496734086295091,244,1.5151467384208048,39.01345214770142,85.99
CFSB,0.05493056248206194,245,1.5261630425426065,74.99999999999974,85.26
MTZ,0.05489946999205512,246,11.720598743492424,81.56407475337116,70.15
VFF,0.054890944632570125,247,14.516124690608635,55.55555064982312,81.96
NCLH,0.05485285158944483,248,19.606918400379865,69.8113163896298,49.36
ESLT,0.05474203712328087,249,7.149248939833479,63.00038913098737,80.4
EPRX,0.05469286726061692,250,0.16695050463719951,50.96338967634351,81.59
BYON,0.05469042863259679,251,17.300126802435056,57.03970882980201,74.91
REZI,0.05468079167630459,252,14.75409073751773,69.50819180044506,62.45
MLCO,0.054664734130801335,253,2.6097189251513884,48.38709081993216,72.62
VST,0.054646079566663855,254,11.506784580285013,58.9897725724368,82.88
AVGO,0.054581127359465076,255,8.818087754264631,65.3626000508626,77.84
FUTU,0.05454815072697269,256,27.72605806646463,53.48177656170767,83.7
NRG,0.054465831344579586,257,7.496466610140278,72.5436743281281,81.78
TPR,0.054402386909465285,258,24.919050168648607,74.21795817844539,85.16
TATT,0.05437720753273963,259,12.831430708800736,71.99622355786755,75.37
OWLT,0.0543271536513084,260,-12.364942886013134,31.111122884863732,80.31
CPS,0.05426899557197779,261,-0.2896139619497759,50.0,78.21
ARGX,0.0541536871080143,262,22.97151677702657,87.34651655577582,20.24
LSPD,0.05407668068525986,263,6.6895346756313145,62.435228616147484,12.36
ELTX,0.054044302617107624,264,24.968159729880554,80.13938266366232,84.34
EVEX,0.053973937213076126,265,-12.516821666556815,41.04234406263309,82.6
EOSE,0.053865777382569244,266,16.326524455663634,67.77408558928057,77.01
MEGL,0.05382451446850691,267,-14.906832758031282,40.85365979238438,88.74
MSFT,0.053751379107816785,268,8.635892398209128,82.4654544595031,41.58
PLBY,0.053537525528062936,269,16.98113051939936,50.0,83.97
UFO,0.05350094163985194,270,1.9594351730297628,49.40007114142759,64.1
FARO,0.05347864075630393,271,0.5485752650669643,57.77815453736327,87.27
COIN,0.05344386940469051,272,6.576385034789779,45.32005663686372,79.85
PRME,0.05339883589038874,273,21.824107194238067,40.64417199226323,66.85
SEI,0.05334258574781326,274,3.157556331677748,55.314525006681926,83.33
VERV,0.05330621934240285,275,-1.1106174920390863,46.808540858833965,82.51
NRSN,0.05328433572973658,276,-5.263159215615413,34.55376968863722,83.79
PBI,0.05326265572326835,277,1.3380875826925382,54.04156301242088,66.39
RMNI,0.05325630223501418,278,24.67533271777991,34.2857356947208,81.32
ARTW,0.05316340626775748,279,39.54544848647012,72.97296978012655,84.43
ICAD,0.05302880519336195,280,2.6525173776789366,50.574712328684534,87.09
CMPX,0.05301916892874479,281,13.35878466942988,59.854014725567986,81.14
IHS,0.05298306370721285,282,12.068961831817566,70.45454873854868,83.61
ATRO,0.0529754885031643,283,11.035967683074986,50.074503108891655,82.14
GHM,0.052940812742734794,284,12.655237613983164,85.76120686377443,80.59
MDAI,0.0526060132072428,285,-1.9762827225969646,37.82051448599466,79.49
SEDG,0.05260098204325087,286,8.728811155273775,50.10537145712279,79.95
SRAD,0.05255750732676214,287,6.290438602433124,57.575759327225974,83.88
UAN,0.052554469600794115,288,6.689945241759175,63.62526122417132,30.4
TME,0.05254169442576913,289,9.493999413567407,60.83031652008657,78.3
BEN,0.052532181011889834,290,-3.1867724338506287,35.15358050730228,27.2
EVTC,0.05253097317144106,291,-3.0831038463910354,64.52022464333535,15.48
FSS,0.052521038654206466,292,15.758189074461052,73.42637968020415,63.64
MIND,0.0525144861818787,293,13.038279872622875,69.32083223802275,80.04
SMCI,0.05247941550009782,294,20.98891914227388,71.36583795958363,75.0
GRNQ,0.05245178718164889,295,4.40251143228309,21.64180784135,81.68
RCL,0.052420615911610804,296,-2.523769037807264,35.05212831885399,73.63
SPRX,0.05240792931445641,297,14.432985568843126,81.19883135012925,66.67
CVAC,0.052348243640665953,298,-0.1851894204671397,41.46342030738456,77.11
ACMR,0.05232246979208212,299,10.199642290773529,60.68883796084133,77.38
MASS,0.0522016491722946,300,-0.8326998967418342,41.84100977715353,77.93
CMCL,0.05214990240593514,301,-5.789469409367158,44.167497526437145,77.56
SRFM,0.05214600660974431,302,25.525523246456373,17.64706000206897,82.42
OPRX,0.052042969624874244,303,-3.810975642997832,49.333333969116204,78.57
OLO,0.05203859860764099,304,17.620647830653127,92.85719151409775,80.68
KEN,0.05203158874719429,305,10.407978076013105,64.34599291947373,79.58
AU,0.05198652200013858,306,-0.878696632560853,46.78143682653932,66.03
FIVE,0.051985154711581265,307,3.9044104624728906,62.080761915902244,80.13
APH,0.05197964012833408,308,8.110034272647729,71.44439237144651,70.88
PUK,0.05197046840642278,309,3.1111129606613006,63.106801510075044,59.52
TPB,0.05172007866808146,310,14.17951973885288,78.25396678024642,76.92
HNRG,0.05169689608253431,311,11.29336886497114,64.72727323169585,77.75
JBL,0.0516141661006112,312,0.5768618607498132,51.13210642154871,78.94
FRHC,0.05159967564096001,313,33.17208060420125,79.03120368847513,75.27
ABCL,0.05159215019524059,314,19.199994405110676,57.37178923854746,76.47
SMDD,0.051545427899132336,315,2.3335632100848223,53.91498552099354,77.29
LNC,0.05145399048569378,316,8.979122905461836,69.49808712686087,22.34
NVDA,0.051381993215415124,317,13.112874478338632,70.0154380165757,73.17
ARKK,0.05134625515532464,318,6.729951653118313,59.76864679655932,69.78
DXCM,0.05131878282414522,319,-3.3620544704800492,42.69661332092057,18.13
DB,0.051250364006478324,320,13.372290715860919,72.38608564567654,78.66
VRT,0.05117989899511231,321,17.107700441735386,79.41953382982783,74.27
FEIM,0.05114028579533541,322,25.887370742823407,77.44479407482551,81.23
ABAT,0.051032664419723116,323,15.425536265843817,58.305087800479676,81.5
ACHR,0.05101599172357809,324,0.5010039381590913,46.774190033718284,82.05
CKPT,0.050997080529247375,325,3.3980666798915684,82.14283281449036,80.95
AMD,0.05096052252687503,326,27.281253335656885,81.10303483356478,71.7
JFIN,0.05090650088694723,327,-23.068050546718272,13.03629251563649,80.86
TRVI,0.05079202420446257,328,23.829434551668214,66.66667286338304,81.87
KEP,0.05074637589322968,329,3.8548771468485494,52.631572943369946,80.49
TVRD,0.05062496440544788,330,21.02563245277556,46.84294336828939,80.22
ENVX,0.050581390235049165,331,20.50359493197565,44.60547363067088,72.8
PBF,0.050482473512047946,332,-5.161559153060352,23.253746314733945,6.32
RMBS,0.050432149693065906,333,13.73846200796274,69.07615326381452,69.87
LRCX,0.05029562717079748,334,-4.037241140584798,31.28730522955955,35.81
SANM,0.05027120637903097,335,14.618731098427121,62.69518803149737,73.35
KFS,0.05024895114229994,336,-8.147179389206073,38.90907981178981,78.11
COMP,0.05023244817779125,337,25.43444159430242,79.01235028192269,39.65
MGIC,0.05003463854632739,338,1.869154757465111,36.713312130243686,79.67
AFRM,0.04998531438248439,339,0.27789206432526725,63.407815871493646,77.2
COUR,0.04994721462836191,340,49.585806256035944,90.12345118357352,72.71
SRRK,0.04989373634595145,341,4.219409373253273,48.556627209545184,79.76
PWR,0.049735721919979936,342,8.762486516111322,65.6578514707838,57.33
TBMCR,0.04972977041251567,343,4.93507118807387,56.887758360312546,81.04
DOUG,0.04969867224179269,344,18.025754937618238,59.5744684448749,73.81
REVG,0.049696782817745665,345,0.0,58.54837161568508,76.19
URGN,0.0495936444953247,346,47.067896680867534,81.13694985373306,75.18
AXIL,0.049549825987916636,347,76.5999984741211,93.00225835684061,76.74
TV,0.04948244167157173,348,21.212122150407655,76.72411454278335,67.22
UI,0.04946127471231204,349,5.76848341824151,60.42120580624376,75.64
ARKF,0.049449363971930005,350,7.941288329212489,66.96089047398905,76.56
URBN,0.049423354648052,351,2.268710983695421,56.666666666666664,75.73
SLDB,0.04935382718404201,352,40.45175181359681,79.47760716024288,74.73
CEG,0.049296643769167765,353,13.439647392246467,67.90576451434086,69.69
ATYR,0.04924167099124794,354,-10.606068131899294,45.174706052935264,76.37
COEP,0.04923050655974137,355,41.71123468503283,58.43283691499731,77.66
DASH,0.04911372839257121,356,4.794806030953233,61.85641614267211,75.92
BWA,0.049077768479147243,357,3.54529625513519,58.921689514039926,25.64
SCC,0.048938741732916714,358,-0.8101926587611042,50.45043187389741,75.55
WILC,0.04884961946321685,359,14.0491515202089,70.06689437909233,78.75
PRIM,0.04881810152320133,360,14.841461181640641,74.41860350498825,70.05
BBIO,0.04877844911128211,361,10.366561841913537,55.3262332128985,72.07
DXPE,0.04873329149638199,362,25.593259872422124,83.41507682016665,77.47
SUI,0.04869693580693527,363,-3.478600171753405,47.071990866361055,7.05
MYE,0.048663866007944805,364,-6.269996728952044,38.70966388693273,28.39
ZWS,0.0486165735797204,365,17.874264573332116,79.36363220214844,41.03
AEHR,0.04858824167669772,366,11.698608662930338,58.99419648333391,71.61
AHR,0.048511157228871886,367,6.270623600176088,68.32407878357003,73.44
X,0.04840745191603542,368,26.67475160256631,51.29310439325539,62.73
CHAT,0.048383770679231615,369,6.81865474720693,81.29631945136153,60.35
BWFG,0.0483143301196797,370,7.605176794954888,61.616165075853004,46.98
NEXT,0.04821508571248338,371,27.069353354378883,59.99998706882202,74.54
GEL,0.048116005515580186,372,0.23095217224107303,53.58975274401472,56.78
AXON,0.04804758158760733,373,-2.460783404426099,58.202798117660905,74.82
WBD,0.047799885268323496,374,18.435253703528193,74.16107103334078,73.26
IH,0.047792465816585916,375,18.34319125937768,66.06334900207261,76.83
COGT,0.04773047088540948,376,54.11606358240748,57.53425552330914,69.96
CX,0.04772819753293405,377,21.33890818257875,82.91456732544468,67.86
FFTY,0.04766720147417091,378,7.169689949556781,76.6283345707955,38.1
ANET,0.04761299357377854,379,21.843176670845384,84.14918041824728,57.05
AVXL,0.047582367196971925,380,6.9063435854979245,51.472872182816836,69.41
BTFX,0.04755063675255376,381,10.718672444885268,44.37738285889581,74.63
DY,0.04754293805066387,382,8.746306445913902,75.84245093412349,70.7
ACAD,0.0474771796940195,383,12.193974484452353,77.88650787518694,70.51
CNEQ,0.04747182443031353,384,8.250256465938058,81.05411650143562,55.04
HGV,0.047457028790548764,385,0.7870439948586083,39.59618983882849,21.34
TRFK,0.047444012250392485,386,5.525126964607089,68.59068247282772,53.21
CCL,0.04744148628772411,387,0.40472458946810486,61.98705473887842,69.05
BTCL,0.047391779582315774,388,10.923159489219104,44.47591741446239,74.45
KLAC,0.04735359245973655,389,-4.567359396823427,37.292870265843206,38.55
