signal_date,intended_action_date,symbol,market,engine,family,family_cycle_id,signal_kind,signal_code,display_label,action_type,conviction_grade,screen_stage,signal_score,gp_score,gp_health,sigma_score,sigma_health,traffic_light,technical_light,growth_score,growth_health,eps_health,sales_health,growth_data_status,dashboard_score,dashboard_light,dashboard_position_bias,primary_source_tag,primary_source_stage,primary_source_style,source_priority_score,source_style_tags,trend_source_bonus,ug_source_bonus,source_fit_score,source_fit_label,cooldown_bucket,cooldown_blocked,support_zone_low,support_zone_high,stop_level,break_even_level,tp1_level,tp2_level,trailing_mode,tp_plan,trim_count,risk_free_armed,protected_stop_level,add_on_count,add_on_slot,max_add_ons,tranche_pct,next_addon_allowed,pyramid_state,base_position_units,current_position_units,blended_entry_price,last_trailing_confirmed_level,last_protected_stop_level,last_pyramid_reference_level,strategy_combo,signal_phase,reference_target_level,reference_exit_signal,contract_version,cycle_effect,position_units_before,position_units_after,position_delta_units,indicator_dog_rule_ids,source_tags,reason_codes,quality_flags,_legacy_visible,_artifact_action_type,scope,is_screened,buy_eligible,source_buy_eligible
2025-08-19,2025-08-20,FL,US,TREND,TF_MOMENTUM,TREND:TF_MOMENTUM:FL:2025-08-19,EVENT,TF_BUY_MOMENTUM,Momentum Buy | TF_BUY_MOMENTUM,BUY,B,,,,,,,,,,,,,,,,,,,,0.0,[],0.0,0.0,0.0,NONE,TF_MOMENTUM,False,24.4,25.5828,24.4,26.18000030517578,29.740000915527347,31.52000122070313,MOMENTUM_SWING,TP_MOMENTUM_2R_3R,0.0,False,25.58283526294194,0.0,0.0,2.0,,False,INITIAL,1.0,1.0,26.18000030517578,25.58283526294194,25.58283526294194,25.58283526294194,,,,,v2,OPEN,0.0,1.0,1.0,['IDOG.TF.MOMENTUM_CHASE'],[],"['RSI_STRONG', 'MACD_UP', 'DONCHIAN_HIGH', 'STRONG_CLOSE', 'TACTICAL_SWING', 'SOURCE_FIT_NONE']","['NO_PRIOR_EXPANSION', 'BREAKOUT_FAKEOUT_RISK']",True,BUY,all,False,True,False
2025-12-22,2025-12-23,IAS,US,TREND,TF_MOMENTUM,TREND:TF_MOMENTUM:IAS:2025-12-22,EVENT,TF_BUY_MOMENTUM,Momentum Buy | TF_BUY_MOMENTUM,BUY,A,,,,,,,,,,,,,,,,,,,,0.0,[],0.0,0.0,0.0,NONE,TF_MOMENTUM,False,7.745,9.1271,7.745,10.34000015258789,15.530000457763672,18.125000610351563,MOMENTUM_SWING,TP_MOMENTUM_2R_3R,0.0,False,9.127083646403934,0.0,0.0,2.0,,False,INITIAL,1.0,1.0,10.34000015258789,9.127083646403934,9.127083646403934,9.127083646403934,,,,,v2,OPEN,0.0,1.0,1.0,['IDOG.TF.MOMENTUM_CHASE'],[],"['RSI_STRONG', 'MACD_UP', 'DONCHIAN_HIGH', 'STRONG_CLOSE', 'TACTICAL_SWING', 'SOURCE_FIT_NONE']",[],True,BUY,all,False,True,False
2026-03-09,2026-03-10,EB,US,TREND,TF_MOMENTUM,TREND:TF_MOMENTUM:EB:2026-03-09,EVENT,TF_BUY_MOMENTUM,Momentum Buy | TF_BUY_MOMENTUM,BUY,C,INTEGRATED,,,,,,,,,,,,,,,,MM_INTEGRATED,INTEGRATED,LEADERSHIP,3.8,['LEADERSHIP'],1.5,2.5,100.0,PRIMARY,TF_MOMENTUM,False,4.4,4.4465,4.4,4.510000228881836,4.675000572204589,4.785000801086425,MOMENTUM_RATCHET,TP_MOMENTUM_1P5R_2P5R,0.0,False,4.4464902571074765,0.0,0.0,2.0,,False,INITIAL,1.0,1.0,4.510000228881836,4.4464902571074765,4.4464902571074765,4.4464902571074765,,,,,v2,OPEN,0.0,1.0,1.0,['IDOG.TF.MOMENTUM_CHASE'],['MM_INTEGRATED'],"['RSI_STRONG', 'MACD_UP', 'DONCHIAN_HIGH', 'STRONG_CLOSE', 'TACTICAL_SWING', 'SOURCE_PRIMARY_MM_INTEGRATED', 'SOURCE_STYLE_LEADERSHIP', 'SOURCE_FIT_PRIMARY']","['NO_PRIOR_EXPANSION', 'BREAKOUT_FAKEOUT_RISK']",True,BUY,all,True,True,True
2026-03-09,2026-03-10,EB,US,TREND,TF_MOMENTUM,TREND:TF_MOMENTUM:EB:2026-03-09,EVENT,TF_BUY_MOMENTUM,Momentum Buy | TF_BUY_MOMENTUM,BUY,C,INTEGRATED,,,,,,,,,,,,,,,,MM_INTEGRATED,INTEGRATED,LEADERSHIP,3.8,['LEADERSHIP'],1.5,2.5,100.0,PRIMARY,TF_MOMENTUM,False,4.4,4.4465,4.4,4.510000228881836,4.675000572204589,4.785000801086425,MOMENTUM_RATCHET,TP_MOMENTUM_1P5R_2P5R,0.0,False,4.4464902571074765,0.0,0.0,2.0,,False,INITIAL,1.0,1.0,4.510000228881836,4.4464902571074765,4.4464902571074765,4.4464902571074765,,,,,v2,OPEN,0.0,1.0,1.0,['IDOG.TF.MOMENTUM_CHASE'],['MM_INTEGRATED'],"['RSI_STRONG', 'MACD_UP', 'DONCHIAN_HIGH', 'STRONG_CLOSE', 'TACTICAL_SWING', 'SOURCE_PRIMARY_MM_INTEGRATED', 'SOURCE_STYLE_LEADERSHIP', 'SOURCE_FIT_PRIMARY']","['NO_PRIOR_EXPANSION', 'BREAKOUT_FAKEOUT_RISK']",True,BUY,screened,True,True,True
2026-04-22,2026-04-23,ACRV,US,TREND,TF_MOMENTUM,TREND:TF_MOMENTUM:ACRV:2026-04-22,EVENT,TF_BUY_MOMENTUM,Momentum Buy | TF_BUY_MOMENTUM,BUY,B,TV_BREAKOUT_STRENGTH,,,,,,,,,,,,,,,,TV_BREAKOUT_STRENGTH,TV_BREAKOUT_STRENGTH,BREAKOUT,5.8,['BREAKOUT'],2.5,4.0,86.0,PRIMARY,TF_MOMENTUM,False,1.27,1.7652,1.27,1.9700000286102293,3.0200000715255735,3.7200001001358025,MOMENTUM_RATCHET,TP_MOMENTUM_1P5R_2P5R,0.0,False,1.7368576341795505,0.0,0.0,2.0,,False,INITIAL,1.0,1.0,1.9700000286102293,1.7368576341795505,1.7368576341795505,1.7368576341795505,,,,,v2,OPEN,0.0,1.0,1.0,['IDOG.TF.MOMENTUM_CHASE'],['TV_BREAKOUT_STRENGTH'],"['RSI_STRONG', 'MACD_UP', 'DONCHIAN_HIGH', 'STRONG_CLOSE', 'TACTICAL_SWING', 'SOURCE_PRIMARY_TV_BREAKOUT_STRENGTH', 'SOURCE_STYLE_BREAKOUT', 'SOURCE_FIT_PRIMARY']",[],True,BUY,all,True,True,True
2026-04-22,2026-04-23,ACRV,US,TREND,TF_MOMENTUM,TREND:TF_MOMENTUM:ACRV:2026-04-22,EVENT,TF_BUY_MOMENTUM,Momentum Buy | TF_BUY_MOMENTUM,BUY,B,TV_BREAKOUT_STRENGTH,,,,,,,,,,,,,,,,TV_BREAKOUT_STRENGTH,TV_BREAKOUT_STRENGTH,BREAKOUT,5.8,['BREAKOUT'],2.5,4.0,86.0,PRIMARY,TF_MOMENTUM,False,1.27,1.7652,1.27,1.9700000286102293,3.0200000715255735,3.7200001001358025,MOMENTUM_RATCHET,TP_MOMENTUM_1P5R_2P5R,0.0,False,1.7368576341795505,0.0,0.0,2.0,,False,INITIAL,1.0,1.0,1.9700000286102293,1.7368576341795505,1.7368576341795505,1.7368576341795505,,,,,v2,OPEN,0.0,1.0,1.0,['IDOG.TF.MOMENTUM_CHASE'],['TV_BREAKOUT_STRENGTH'],"['RSI_STRONG', 'MACD_UP', 'DONCHIAN_HIGH', 'STRONG_CLOSE', 'TACTICAL_SWING', 'SOURCE_PRIMARY_TV_BREAKOUT_STRENGTH', 'SOURCE_STYLE_BREAKOUT', 'SOURCE_FIT_PRIMARY']",[],True,BUY,screened,True,True,True
2026-04-22,2026-04-23,ADEA,US,TREND,TF_MOMENTUM,TREND:TF_MOMENTUM:ADEA:2026-04-22,EVENT,TF_BUY_MOMENTUM,Momentum Buy | TF_BUY_MOMENTUM,BUY,S,INTEGRATED,,,,,,,,,,,,,,,,MM_INTEGRATED,INTEGRATED,LEADERSHIP,3.8,['LEADERSHIP'],1.5,2.5,100.0,PRIMARY,TF_MOMENTUM,False,22.575,28.3332,22.575,30.489999771118164,42.36249942779541,50.277499198913574,MOMENTUM_RATCHET,TP_MOMENTUM_1P5R_2P5R,0.0,False,28.333216256189928,0.0,0.0,2.0,,False,INITIAL,1.0,1.0,30.489999771118164,28.333216256189928,28.333216256189928,28.333216256189928,,,,,v2,OPEN,0.0,1.0,1.0,['IDOG.TF.MOMENTUM_CHASE'],['MM_INTEGRATED'],"['RSI_STRONG', 'MACD_UP', 'DONCHIAN_HIGH', 'STRONG_CLOSE', 'TACTICAL_SWING', 'SOURCE_PRIMARY_MM_INTEGRATED', 'SOURCE_STYLE_LEADERSHIP', 'SOURCE_FIT_PRIMARY']",['BREAKOUT_FAKEOUT_RISK'],True,BUY,all,True,True,True
2026-04-22,2026-04-23,ADEA,US,TREND,TF_MOMENTUM,TREND:TF_MOMENTUM:ADEA:2026-04-22,EVENT,TF_BUY_MOMENTUM,Momentum Buy | TF_BUY_MOMENTUM,BUY,S,INTEGRATED,,,,,,,,,,,,,,,,MM_INTEGRATED,INTEGRATED,LEADERSHIP,3.8,['LEADERSHIP'],1.5,2.5,100.0,PRIMARY,TF_MOMENTUM,False,22.575,28.3332,22.575,30.489999771118164,42.36249942779541,50.277499198913574,MOMENTUM_RATCHET,TP_MOMENTUM_1P5R_2P5R,0.0,False,28.333216256189928,0.0,0.0,2.0,,False,INITIAL,1.0,1.0,30.489999771118164,28.333216256189928,28.333216256189928,28.333216256189928,,,,,v2,OPEN,0.0,1.0,1.0,['IDOG.TF.MOMENTUM_CHASE'],['MM_INTEGRATED'],"['RSI_STRONG', 'MACD_UP', 'DONCHIAN_HIGH', 'STRONG_CLOSE', 'TACTICAL_SWING', 'SOURCE_PRIMARY_MM_INTEGRATED', 'SOURCE_STYLE_LEADERSHIP', 'SOURCE_FIT_PRIMARY']",['BREAKOUT_FAKEOUT_RISK'],True,BUY,screened,True,True,True
2026-04-22,2026-04-23,AESI,US,TREND,TF_MOMENTUM,TREND:TF_MOMENTUM:AESI:2026-04-22,EVENT,TF_BUY_MOMENTUM,Momentum Buy | TF_BUY_MOMENTUM,BUY,S,TV_MARKET_LEADER,,,,,,,,,,,,,,,,TV_MARKET_LEADER,TV_MARKET_LEADER,LEADERSHIP,11.0,"['LEADERSHIP', 'VOLATILITY']",2.0,3.5,100.0,PRIMARY,TF_MOMENTUM,False,10.52,13.7447,10.52,15.43000030517578,22.79500076293945,27.70500106811523,MOMENTUM_RATCHET,TP_MOMENTUM_1P5R_2P5R,0.0,False,13.528085878421722,0.0,0.0,2.0,,False,INITIAL,1.0,1.0,15.43000030517578,13.528085878421722,13.528085878421722,13.528085878421722,,,,,v2,OPEN,0.0,1.0,1.0,['IDOG.TF.MOMENTUM_CHASE'],"['TV_MARKET_LEADER', 'TV_HIGH_VOLATILITY']","['RSI_STRONG', 'MACD_UP', 'DONCHIAN_HIGH', 'STRONG_CLOSE', 'TACTICAL_SWING', 'SOURCE_PRIMARY_TV_MARKET_LEADER', 'SOURCE_STYLE_LEADERSHIP', 'SOURCE_FIT_PRIMARY']",[],True,BUY,all,True,True,True
2026-04-22,2026-04-23,AESI,US,TREND,TF_MOMENTUM,TREND:TF_MOMENTUM:AESI:2026-04-22,EVENT,TF_BUY_MOMENTUM,Momentum Buy | TF_BUY_MOMENTUM,BUY,S,TV_MARKET_LEADER,,,,,,,,,,,,,,,,TV_MARKET_LEADER,TV_MARKET_LEADER,LEADERSHIP,11.0,"['LEADERSHIP', 'VOLATILITY']",2.0,3.5,100.0,PRIMARY,TF_MOMENTUM,False,10.52,13.7447,10.52,15.43000030517578,22.79500076293945,27.70500106811523,MOMENTUM_RATCHET,TP_MOMENTUM_1P5R_2P5R,0.0,False,13.528085878421722,0.0,0.0,2.0,,False,INITIAL,1.0,1.0,15.43000030517578,13.528085878421722,13.528085878421722,13.528085878421722,,,,,v2,OPEN,0.0,1.0,1.0,['IDOG.TF.MOMENTUM_CHASE'],"['TV_MARKET_LEADER', 'TV_HIGH_VOLATILITY']","['RSI_STRONG', 'MACD_UP', 'DONCHIAN_HIGH', 'STRONG_CLOSE', 'TACTICAL_SWING', 'SOURCE_PRIMARY_TV_MARKET_LEADER', 'SOURCE_STYLE_LEADERSHIP', 'SOURCE_FIT_PRIMARY']",[],True,BUY,screened,True,True,True
